ASIN,Product Name,Brand,Category,Est. Monthly Revenue,Est. Monthly Sales,Price,Fees,Net,Rank,Reviews,LQS,Sellers,Date First Available,Buy Box Owner,Rating,Dimensions,Product Tier,Weight
"B0BZ87D238","Aoretic LED Garage Lights Bulb 10+1 Panels 2 Pack -200W  20000LM 6500K Led Shop Light with 6+1 Deformable Panels  Basement Barn Light Garage Ceiling Lights (10+1 Panels  2 Pack)","Aoretic","Tools & Home Improvement","$296,029.50","7,050","$41.99","$12.73","$29.26","612","21","7","1","03/21/2023","Amazon Warehouse","3.8","11.00"" x 6.00"" x 5.00""","Large standard-size","3.02 lbs"
"B07NVKKWXR","AoSiFu Mens Running Shoes Lightweight Athletic Casual Walking Mesh Tennis Shoes Fashion Sneakers","AoSiFu","Clothing, Shoes & Jewelry","$19,492.50","750","$25.99","$4.42","$21.57","11,329","20","6","1","02/17/2019","AoSifu","4.3","3.00"" x 8.40"" x 12.60""","Standard (Large)","1.0009 lbs"
"B0BZP8M56N","AP-1512HH H13 True HEPA Replacement Filter for Coway AP-1512HH AP1512HH Mighty Air Purifier  AP-1512HH-FP Item NO #3304899  3 Pack HEPA Filter Only","Cabiclean","Home & Kitchen","$354,579.07","7,093","$54.99","$14.83","$40.16","2,774","32","7","1","02/14/2023","Amazon","4.8","15.10"" x 13.18"" x 4.48""","Large standard-size","2.7 lbs"
"B08S3CKLFF","Apbondy Girls Pullover Sweatsuit Casual Sweatpants Loungewear Set Relaxed Tracksuit Workout Sets","Apbondy","Clothing, Shoes & Jewelry","$24,351.60","840","$28.99","$4.93","$24.06","24,684","13","6","1","01/04/2021","Apbondy","4.5","2.80"" x 9.25"" x 11.57""","Standard (Large)","0.9414 lbs"
"B0CR8SS13C","Apex Plus Flea Treatment for Cats  1.5+ lbs — Cat Flea  Tick  Flea Eggs  Flea Larvae  and Chewing Lice Prevention for 30-Days — 6-Month Supply","APEX ANIMAL HEALTH","Pet Supplies","$48,825.79","2,171","$22.49","$6.91","$15.58","N.A.","31","7","1","12/31/2023","Apex Animal Health","4.3","5.98"" x 4.49"" x 1.02""","Large standard-size","1.13 lbs"
"B01GS0SW1Y","Approved Science Fungix - Nail Fungus Formula - With Tea Tree Oil  25% Undecylenic Acid  Vitamin E - Pack of 3 - All Natural  Vegan Friendly","Approved Science","Health & Household","$114,391.35","1,091","$104.85","$19.27","$85.58","220,253","45","5","2","04/30/2017","Approved Science","3.9","3.46"" x 3.07"" x 1.22""","Large standard-size","1.45 lbs"
"B095K73PVF","APRILSPRING Kids Tennis Shoes Breathable Running Walking Fashion Sneakers for Boys and Girls","APRILSPRING","Clothing, Shoes & Jewelry","$32,540.70","930","$34.99","$10.39","$24.60","33,737","12","5","1","05/20/2021","Longyan Xinxinxiangrong Trading Co., Ltd.","4.5","3.54"" x 5.04"" x 8.70""","Large standard-size","1.0097 lbs"
"B08SHN9K21","AQF Womens Pajamas Set Leopard Sleepwear Pjs Set Long Sleeve Top with shorts S-4XL","AQF","Clothing, Shoes & Jewelry","$53,082.30","1,770","$29.99","$5.10","$24.89","357,802","5","6","1","01/07/2021","ROSE MERRY","4.6","1.50"" x 9.02"" x 12.32""","Standard (Large)","0.7297 lbs"
"B0CT2D43JX","Aqua Organics Shampoo  Travel Size Hotel Amenities  1 oz (Case of 20)","Aqua Organics","Beauty & Personal Care","$26,325.00","1,053","$25.00","$7.29","$17.71","N.A.","29","6","1","05/26/2016","Amazon","4.3","6.30"" x 5.20"" x 4.60""","Large standard-size","1 lbs"
"B09TGBGM8D","Aqua Sphere Kayenne Adult Swim Goggles - 180-Degree Distortion Free Vision  Ideal for Active Pool or Open Water Swimmers","Aqua Sphere","Sports & Outdoors","$44,014.14","1,317","$29.98","$8.55","$21.43","4,059","14.333333333333334","7","4","11/01/2021","Boca Deals","4.266666666666667","8.00"" x 6.00"" x 4.00""","Large standard-size","3.84 lbs"
"B078T5RTYM","Arc'teryx Arc'Word T-Shirt Men's | Casual Organic Cotton Tee","Arc'teryx","Clothing, Shoes & Jewelry","$34,650.00","990","$35.00","$5.95","$29.05","30,973","1","3","1","01/03/2018","TESMO","5","1.81"" x 7.09"" x 10.94""","Standard (Large)","0.399 lbs"
"B0CVHF8XZB","Arch Support Bands w/Built-in Orthotics for Plantar Fasciitis Pain Relief - Upgraded Non-Slip Unisex Arch Support Braces - Adjustable Compression Sleeves w/Gel Pads for Flat Feet High & Fallen Arch","Fit Geno","Health & Household","$24,240.30","970","$24.99","$7.29","$17.70","N.A.","46","6","1","10/27/2023","TEASTY","4.5","7.60"" x 5.12"" x 0.94""","Large standard-size","3.84 lbs"
"B0CR4ZFWWZ","Arch Support for Plantar Fasciitis Relief: Upgraded Non-Slip Arch Support Inserts w/Built-in Orthotics - Adjustable Arch Support Braces Bands w/Gel Pads for Flat Feet High & Fallen Arch","Fit Geno","Health & Household","$68,072.76","2,724","$24.99","$7.29","$17.70","44,910","12","6","2","12/27/2023","BOLLYON","4.7","7.44"" x 5.16"" x 0.94""","Large standard-size","3.84 lbs"
"B01MRA5WLD","Arctic Cool Men’s Crew Neck Instant Cooling Pocket Workwear Moisture Wicking Performance UPF 50+ Short Sleeve Shirt","Arctic Cool","Clothing, Shoes & Jewelry","$56,438.87","1,613","$34.99","$5.95","$29.04","13,691","5","5","1","01/25/2017","Arctic Cool","4.7","13.00"" x 10.00"" x 0.50""","Standard (Small)","0.5 lbs"
"B0CP4R8SGS","Arctic Farms Freeze Dried Candy Frittles Candies Bagged and Boxed (Tropical Flavors) (1lb)","Arctic Farms","Grocery & Gourmet Food","$55,652.73","2,227","$24.99","$7.29","$17.70","6,671","2","4","1","05/10/2022","Amazon","4.1","9.65"" x 5.43"" x 4.37""","Large standard-size","6 lbs"
"B0CQDSF2F1","Arctix Kids Snow Sports Cargo Snow Pants with Articulated Knees","Arctix","Clothing, Shoes & Jewelry","$71,011.45","2,371","$29.95","$10.88","$19.07","17,017","22","5","3","12/14/2023","Orva Stores","4.6","16.00"" x 13.00"" x 2.00""","Large standard-size","1 lbs"
"B0BTD59S98","Arctix Men's Snow Sports Cargo Pants","Arctix","Clothing, Shoes & Jewelry","$627,445.00","12,805","$49.00","$15.66","$33.34","501","3.8","3","3","04/07/2022","PORTMANTOS","4.6","4.09"" x 13.54"" x 15.91""","Large standard-size","2.2311 lbs"
"B07V46N5PW","Arctix Women's Daybreak Insulated Jacket","Arctix","Clothing, Shoes & Jewelry","$55,358.82","803","$68.94","$19.30","$49.64","37,586","4","5","3","07/08/2019","Amazon Warehouse","3.3","4.06"" x 12.32"" x 15.71""","Large standard-size","2.4295 lbs"
"B0CQ8YDPDG","Arctix womens Insulated Snow Pants","Arctix","Clothing, Shoes & Jewelry","$1,028,580.93","27,807","$41.47","$12.08","$29.39","22","16.3","3","1","12/13/2023","Amazon Warehouse","3.78","2.68"" x 10.75"" x 14.41""","Large standard-size","1.4991 lbs"
"B0CM3CSKL7","AREDS 2 Eye Vitamin & Mineral Supplement  Contains Lutein  Vitamin C  Zeaxanthin  Zinc & Vitamin E  210 Softgels","Generic","Health & Household","$31,039.65","1,035","$29.99","$8.27","$21.72","18,697","2","6","1","10/29/2023","Huang Wei US","5","5.24"" x 2.80"" x 2.80""","Large standard-size","8.99 lbs"
"B0BLB9BJZS","ARENCIA Super Clean Natural Dish Soap Bar (Pack of 3 Bars) – Vegan  Organic  Sustainable  Zero Waste  Plant-Based  Camping  Eco Kitchen Bar  Cuts Through Grime","ARENCIA","Health & Household","$85,269.91","3,709","$22.99","$7.97","$15.02","229,013","4","6","1","01/19/2023","Amazon","5","4.21"" x 2.99"" x 2.87""","Large standard-size","13.12 lbs"
"B0B5NV3RL6","Ariat Male Ariat Wingspan T-Shirt Charcoal Heather Medium","ARIAT","Clothing, Shoes & Jewelry","$27,379.35","1,193","$22.95","$7.17","$15.78","892,633","1","4","5","07/02/2022","Western WearHouse","5","13.15"" x 9.69"" x 0.71""","Small standard-size","5.11 lbs"
"B07NMGN1Z3","Ariat Male Corps T-Shirt Black XX-Large","ARIAT","Clothing, Shoes & Jewelry","$34,532.35","1,153","$29.95","$8.52","$21.43","300,046","31","6","3","02/12/2019","Zappos","4.5","10.00"" x 8.00"" x 0.50""","Small standard-size","7.05 lbs"
"B079VHYL5K","Ariat Male US Registered T-Shirt Burgundy Heather XX-Large","ARIAT","Clothing, Shoes & Jewelry","$29,363.25","1,175","$24.99","$8.47","$16.52","1,300,245","32","4","1","02/15/2018","Amazon","4.8","10.00"" x 9.00"" x 1.00""","Large standard-size","4.76 lbs"
"B07Q39MRHP","Ariat Male Vertical Flag SS T-Shrt Burgundy Heather X-Large","ARIAT","Clothing, Shoes & Jewelry","$33,697.80","1,164","$28.95","$9.32","$19.63","1,522,920","14","5","1","04/22/2019","Harrisons USA","4.6","11.46"" x 10.94"" x 1.30""","Large standard-size","6.17 lbs"
